spid,mbid,wdid
1Yox196W7bzVNZI7RBaPnf,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,http://www.wikidata.org/entity/Q83431
4OrieSJUghNfNx5UuPCgxF,536e8e61-8040-40a1-8b35-a2c6996dc44f,http://www.wikidata.org/entity/Q83338
5zyNXVd952fWOjkdGHCvPd,fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,http://www.wikidata.org/entity/Q83326
3yxeKJjrlR5ZFzLFx5cql4,b9ce64ec-c081-40c1-8a2d-6ddc2277e359,http://www.wikidata.org/entity/Q84624
0tahGtnmu4Jg9pNt7xzO9z,bb393ca4-0aca-4e03-b2f2-f65e0c986384,http://www.wikidata.org/entity/Q88423
1UTPBmNbXNTittyMJrNkvw,2ad66473-ccb3-41d2-8756-b56680cdfe62,http://www.wikidata.org/entity/Q94831
3EMeFfXFmFbV7VRNEdkzgj,bf1bcf68-66e6-4c6c-a88f-6c037dcee7f0,http://www.wikidata.org/entity/Q95261
568ZhdwyaiCyOGJRtNYhWf,79491354-3d83-40e3-9d8e-7592d58d790a,http://www.wikidata.org/entity/Q101505
0WJDXWrDiBlWKCCNziz3y9,0ea7122a-535c-49ab-a1ac-4f86a0d2d0b2,http://www.wikidata.org/entity/Q102203
5nt1gg4HHgjmxhRXzBHHGG,483a825d-1657-4037-bd94-2591940d5327,http://www.wikidata.org/entity/Q104000
3xL6MN3ARaJ5WI1Ltt4Tkz,d4087c75-0bed-4882-8c16-50d9fcdc19e1,http://www.wikidata.org/entity/Q104081
050gdJliIBXy99gPLsmHiy,c063351f-8877-415f-b4bd-c65f60cedb66,http://www.wikidata.org/entity/Q116057
0Ku5VBNL7cfGXRhp2BxXEQ,64a7dc4d-79b0-4033-9b9a-6c64671de8b7,http://www.wikidata.org/entity/Q116995
3DiDSECUqqY1AuBP8qtaIa,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,http://www.wikidata.org/entity/Q121507
3d2pb1dHTm8b61zAGVUVvO,b5ffc3aa-b868-4b88-905f-d73d51dbe51c,http://www.wikidata.org/entity/Q128121
3LLNDXrxL4uxXtnUJS5XWM,1e69316c-14fa-42ba-88f2-06f6743632f7,http://www.wikidata.org/entity/Q131259
3TOqt5oJwL9BE2NG9MEwDa,4bb4e4e4-5f66-4509-98af-62dbb90c45c5,http://www.wikidata.org/entity/Q131366
4KWTAlx2RvbpseOGMEmROg,ea4dfa26-f633-4da6-a52a-f49ea4897b58,http://www.wikidata.org/entity/Q134969
2AM4ilv6UzW0uMRuqKtDgN,a81259a0-a2f5-464b-866e-71220f2739f1,http://www.wikidata.org/entity/Q136591
7v4imS0moSyGdXyLgVTIV7,fbe054ec-a143-4101-9e9e-64abc5ff5ac9,http://www.wikidata.org/entity/Q137042
5DW7NxqQ2875JtjuV7KMn4,6fabf3aa-1822-49f2-b6c7-57560464696f,http://www.wikidata.org/entity/Q138856
6wNvXCOkxIzJm2Y2kBuuBG,02556511-df84-4ee8-9a57-1f1abb91e15e,http://www.wikidata.org/entity/Q139128
6yJCxee7QumYr820xdIsjo,507226f4-0842-4f43-950e-81a7017230ec,http://www.wikidata.org/entity/Q139154
5bk4CYx5KyU34CeJmoJEaO,614358f7-a30d-40c0-b9fe-659c1612410d,http://www.wikidata.org/entity/Q143059
18RkLKfeoUgZflWv9os25W,bc5c2918-4aba-4ef6-a245-100563a4487f,http://www.wikidata.org/entity/Q146256
54QMjE4toDfiCryzYWCpXX,93eb7110-0bc9-4d3f-816b-4b52ef982ec8,http://www.wikidata.org/entity/Q151783
2LmyJyCF5V1eQyvHgJNbTn,fa39bc82-9b27-4bbb-9425-d719a72e09ac,http://www.wikidata.org/entity/Q152505
4Fw8f0YbjBs9suGEwInPJe,cbdcee87-59a0-4f05-929b-86a3d91b6dfa,http://www.wikidata.org/entity/Q153643
5zCaQxjl110XTrm4LQ1CxY,d2ced2f1-6b58-47cf-ae87-5943e2ab6d99,http://www.wikidata.org/entity/Q154895
5uCXJWo3WoXgqv3T1RlAbh,39e32995-6515-40b2-a6f0-841524047edc,http://www.wikidata.org/entity/Q156322
4iudEcmuPlYNdbP3e1bdn1,b0799818-22cb-4564-8e68-3c410d0722ee,http://www.wikidata.org/entity/Q157327
73Np75Wv2tju61Eo9Zw4IR,929ca8c3-5df3-4fe9-bc59-f8d603780bce,http://www.wikidata.org/entity/Q157400
0IuqAyi5CMgpuyhckrcqNs,0965cb8c-4528-44fb-b48e-38920bd9a1cc,http://www.wikidata.org/entity/Q158340
4MVyzYMgTwdP7Z49wAZHx0,c544ed4d-2390-4442-a83e-1ea2883b09c8,http://www.wikidata.org/entity/Q158462
0hCNtLu0JehylgoiP8L4Gh,1036b808-f58c-4a3e-b461-a2c4492ecf1b,http://www.wikidata.org/entity/Q162202
2aaLAng2L2aWD2FClzwiep,28503ab7-8bf2-4666-a7bd-2644bfc7cb1d,http://www.wikidata.org/entity/Q162586
